pedagogy,mistake
generic,none_of_the_above
probing,none_of_the_above
probing,none_of_the_above
probing,none_of_the_above
probing,none_of_the_above
probing,misunderstanding_of_a_question
telling,missing_wrong_factual_knowledge
probing,missing_wrong_factual_knowledge
telling,missing_wrong_factual_knowledge
probing,calculation_error_easily_solved_by_a_calculator
focus,calculation_error_easily_solved_by_a_calculator
probing,extra_quantity_or_missing_quantity
probing,extra_quantity_or_missing_quantity
probing,extra_quantity_or_missing_quantity
generic,misunderstanding_of_a_question
generic,reached_correct_solution_but_proceeded_further
probing,missing_wrong_factual_knowledge
probing,none_of_the_above
probing,misunderstanding_of_a_question
generic,misunderstanding_of_a_question
generic,misunderstanding_of_a_question
generic,unit_conversion_error
generic,extra_quantity_or_missing_quantity
generic,misunderstanding_of_a_question
generic,misunderstanding_of_a_question
focus,misunderstanding_of_a_question
telling,misunderstanding_of_a_question
generic,reached_correct_solution_but_proceeded_further
probing,missing_wrong_factual_knowledge
probing,missing_wrong_factual_knowledge
generic,extra_quantity_or_missing_quantity
probing,calculation_error_easily_solved_by_a_calculator
probing,calculation_error_easily_solved_by_a_calculator
generic,misunderstanding_of_a_question
generic,misunderstanding_of_a_question
focus,none_of_the_above
generic,none_of_the_above
generic,none_of_the_above
probing,misunderstanding_of_a_question
probing,missing_wrong_factual_knowledge
focus,calculation_error_easily_solved_by_a_calculator
probing,calculation_error_easily_solved_by_a_calculator
probing,calculation_error_easily_solved_by_a_calculator
generic,calculation_error_easily_solved_by_a_calculator
generic,misunderstanding_of_a_question
generic,misunderstanding_of_a_question
generic,misunderstanding_of_a_question
probing,extra_quantity_or_missing_quantity
generic,reached_correct_solution_but_proceeded_further
probing,extra_quantity_or_missing_quantity
generic,calculation_error_easily_solved_by_a_calculator
generic,misunderstanding_of_a_question
generic,extra_quantity_or_missing_quantity
probing,extra_quantity_or_missing_quantity
probing,extra_quantity_or_missing_quantity
probing,misunderstanding_of_a_question
probing,reached_correct_solution_but_proceeded_further
probing,calculation_error_easily_solved_by_a_calculator
generic,misunderstanding_of_a_question
generic,extra_quantity_or_missing_quantity
generic,misunderstanding_of_a_question
generic,misunderstanding_of_a_question
generic,extra_quantity_or_missing_quantity
generic,misunderstanding_of_a_question
generic,extra_quantity_or_missing_quantity
generic,extra_quantity_or_missing_quantity
generic,misunderstanding_of_a_question
generic,missing_wrong_factual_knowledge
generic,misunderstanding_of_a_question
generic,misunderstanding_of_a_question
generic,extra_quantity_or_missing_quantity
generic,misunderstanding_of_a_question
generic,missing_wrong_factual_knowledge
probing,extra_quantity_or_missing_quantity
focus,unit_conversion_error
generic,misunderstanding_of_a_question
generic,none_of_the_above
generic,calculation_error_easily_solved_by_a_calculator
focus,missing_wrong_factual_knowledge
probing,missing_wrong_factual_knowledge
focus,extra_quantity_or_missing_quantity
focus,calculation_error_easily_solved_by_a_calculator
probing,missing_wrong_factual_knowledge
generic,misunderstanding_of_a_question
generic,misunderstanding_of_a_question
generic,extra_quantity_or_missing_quantity
generic,misunderstanding_of_a_question
generic,misunderstanding_of_a_question
generic,reached_correct_solution_but_proceeded_further
probing,unit_conversion_error
probing,misunderstanding_of_a_question
focus,misunderstanding_of_a_question
focus,extra_quantity_or_missing_quantity
probing,misunderstanding_of_a_question
probing,unit_conversion_error
probing,misunderstanding_of_a_question
focus,none_of_the_above
probing,misunderstanding_of_a_question
generic,unit_conversion_error
probing,misunderstanding_of_a_question
generic,none_of_the_above
probing,misunderstanding_of_a_question
generic,misunderstanding_of_a_question
probing,extra_quantity_or_missing_quantity
generic,reached_correct_solution_but_proceeded_further
generic,extra_quantity_or_missing_quantity
generic,misunderstanding_of_a_question
generic,none_of_the_above
focus,none_of_the_above
probing,extra_quantity_or_missing_quantity
probing,extra_quantity_or_missing_quantity
probing,extra_quantity_or_missing_quantity
probing,extra_quantity_or_missing_quantity
focus,none_of_the_above
probing,misunderstanding_of_a_question
probing,extra_quantity_or_missing_quantity
probing,extra_quantity_or_missing_quantity
probing,misunderstanding_of_a_question
probing,none_of_the_above
focus,misunderstanding_of_a_question
probing,unit_conversion_error
probing,misunderstanding_of_a_question
focus,none_of_the_above
probing,calculation_error_easily_solved_by_a_calculator
probing,calculation_error_easily_solved_by_a_calculator
probing,calculation_error_easily_solved_by_a_calculator
generic,reached_correct_solution_but_proceeded_further
generic,extra_quantity_or_missing_quantity
generic,misunderstanding_of_a_question
generic,misunderstanding_of_a_question
generic,missing_wrong_factual_knowledge
focus,missing_wrong_factual_knowledge
focus,misunderstanding_of_a_question
generic,reached_correct_solution_but_proceeded_further
generic,unit_conversion_error
generic,missing_wrong_factual_knowledge
telling,reached_correct_solution_but_proceeded_further
focus,calculation_error_easily_solved_by_a_calculator
probing,none_of_the_above
generic,misunderstanding_of_a_question
focus,misunderstanding_of_a_question
generic,missing_wrong_factual_knowledge
focus,extra_quantity_or_missing_quantity
generic,misunderstanding_of_a_question
focus,misunderstanding_of_a_question
generic,none_of_the_above
generic,extra_quantity_or_missing_quantity
generic,missing_wrong_factual_knowledge
generic,calculation_error_easily_solved_by_a_calculator
generic,misunderstanding_of_a_question
generic,none_of_the_above
generic,misunderstanding_of_a_question
generic,misunderstanding_of_a_question
generic,missing_wrong_factual_knowledge
probing,reached_correct_solution_but_proceeded_further
generic,missing_wrong_factual_knowledge
probing,missing_wrong_factual_knowledge
probing,none_of_the_above
probing,missing_wrong_factual_knowledge
probing,extra_quantity_or_missing_quantity
probing,misunderstanding_of_a_question
generic,misunderstanding_of_a_question
focus,misunderstanding_of_a_question
generic,extra_quantity_or_missing_quantity
generic,calculation_error_easily_solved_by_a_calculator
generic,none_of_the_above
focus,none_of_the_above
probing,extra_quantity_or_missing_quantity
probing,reached_correct_solution_but_proceeded_further
probing,misunderstanding_of_a_question
probing,none_of_the_above
probing,misunderstanding_of_a_question
probing,calculation_error_easily_solved_by_a_calculator
focus,misunderstanding_of_a_question
probing,calculation_error_easily_solved_by_a_calculator
focus,calculation_error_easily_solved_by_a_calculator
focus,misunderstanding_of_a_question
probing,misunderstanding_of_a_question
probing,misunderstanding_of_a_question
probing,reached_correct_solution_but_proceeded_further
probing,extra_quantity_or_missing_quantity
generic,misunderstanding_of_a_question
generic,misunderstanding_of_a_question
generic,calculation_error_easily_solved_by_a_calculator
generic,extra_quantity_or_missing_quantity
generic,misunderstanding_of_a_question
generic,none_of_the_above
generic,extra_quantity_or_missing_quantity
generic,missing_wrong_factual_knowledge
generic,extra_quantity_or_missing_quantity
generic,extra_quantity_or_missing_quantity
generic,extra_quantity_or_missing_quantity
probing,misunderstanding_of_a_question
probing,reached_correct_solution_but_proceeded_further
generic,misunderstanding_of_a_question
probing,reached_correct_solution_but_proceeded_further
probing,misunderstanding_of_a_question
probing,calculation_error_easily_solved_by_a_calculator
generic,extra_quantity_or_missing_quantity
probing,none_of_the_above
generic,missing_wrong_factual_knowledge
generic,misunderstanding_of_a_question
