text,label
how many candles of coconut did she make?,focus
"hi, could you please walk me through your solution?",generic
how much time do emma and fernando take to run around one arena?,focus
"hi luca, could you please walk me through your solution?",generic
"you seem to have made a mistake. the question says for mini pies, 1 2 an apple is required. but you calculated 1 2 the apples required for a full-size pie. do you see your mistake?",focus
hi can you talk me through your answer,generic
ok lets go back and work out how much storage space there is initially,focus
hi can you talk me through your answer,generic
ok how do we calculate the cost of 1 seed,probing
hi can you talk me through your answer,generic
i can see you you have correctly calculated 160 eggs it then says 1 4 of those eggs hatch so 160 4,probing
"hi, could you please walk me through your solution?",generic
"you seem to have misunderstood the question. if i say, that 4 people bought 4 cars, does that mean each one of them bought 4 cars?",probing
hi can you talk me through your answer,generic
"hi i can see you have calculated the wheels on 2 cars, 3 bikes, a tricycle and a unicycle. look again at the question and check you have all the vehicles",focus
hi can you talk me through your answer,generic
i can see you have calculated that together they have 440 coins. what fraction of those coins does amalie have,probing
"hello mariana, can you walk me through your workings please?",generic
"brilliant, good use of algebra. so we know that beth has 70. so let's look at jan. if jan had 10 less of what she already has then she would have the same amount as beth - we know that beth has 70 so how much must jan have?",probing
"hello deandre, can you walk me through your solution please?",generic
okay good. lets take it step by step. what is the value of the cards matt trades with jane?,probing
"hi emily, can you talk me through your workings?",generic
"excellent, so we know that he caught 200 pounds of trout and 300 pounds of salmon. he catches twice as much tuna than the salmon, what does that make?",focus
"hello jordy, can you walk me through your solution?",generic
"this is excellent. let's use an example here. if i can stamp 30 applications an hour and i have 3 hours to do so, how many do i stamp?",probing
hello rishi can you talk me through your solution?,generic
"brilliant so we know that marvin solved 160 math problems. we also know that arvin has practiced twice as many as marvin, so how many has arvin done?",probing
"hi, could you please walk me through your solution?",generic
there seems to be a mistake. can you please confirm whether the question asks you to calculate the average amount lost per box?,focus
"hi brenda, talk me through your solution please",generic
"good, you've correctly idenitfied the daughter as being 18 years old 5 years ago. if she was 18 5 years ago, how old would she be now?",focus
"hi alejandra, talk me throguh your answer please",generic
ok - your making this more complicated. you need to start at the end of the question to solve this one. we know the party has 12 poeple and each want a 6 ounce cup - so how many ounces of water is needed?,focus
"hi ayisha, tell me your solution",generic
you don't need to calculate anything to do with weeks to reach the correct response. she needs 1320 more hours to reach her goal over 6 months,focus
hi winnie - tell me about your answer,generic
good start. the total number of hatched eggs is 45. before dividing to find out the number of new doves you need to add the amount of females already known,focus
morning stephanie can you talk me through your solution,generic
you have made a great start on this. but you have made an error in the last step. can you redo the final calculation where you take the new price minus the current price?,focus
"moring michael, can you please talk me through your solution?",generic
ok. you have correctly calculated how much the cubs need. but have another look at the question to see what it tells you about how much meat the mother bear needs.,focus
hi cody - talk me through your answer,generic
ok before going any further. you need to calculate how much 8 movie tickets would cost as all 8 cost twice as much as one football ticket,focus
"hi ronny, can you talk me through your solution?",generic
ok. you have done a good job converting the ounce quantities into pounds so that everything is in the same units. but double check your list of numbers in the final calculation. have you included everything?,focus
"morning jian, please talk me through your solution",generic
great idea to make it into an equation and your initial equation is correct. however you have made some errors in solving the equation. can you talk me through the first step of solving the equation?,focus
"hi ayisha, could you talk me through your solution?",generic
i can see you have over complicated this and got a bit confused. are you able to tell me how many black socks andy has?,probing
"hi scott, can you walk me through your solution?",generic
okay. you seem to have over complicated this. let's imagine this is one worker. what would be the equivalent days one worker would have to do to make it the equivalent of 15 workers for 6 days?,focus
"hi lakisha, can you walk me through your solution?",generic
"i can see you have correctly converted ounces into pounds, well done. however i think you have missed a food item when you have done the adding up. could you check for me?",probing
"hi michael, could you walk me through your solution?",generic
"i can see you have missed something from the very start, you have forgotten something. look back at the question to see if you can identify something you have forgotten to add",probing
"hi heidi, can you explain your solution?",generic
can you look at the question and the quantity 60 again? what does it refer to?,focus
"hi rishi, can you tell me how you reached your solution?",generic
not exactly. is it important to know how many people want popocorn for determining how many cups of kernels you need?,probing
"hi emily, could you please walk me through your solution?",generic
"great, you already did many things right. you know that sarah can read 2400 words per hour, that each book has 8000 words, and that sarah would read for 1200 minutes. why did you want to multiply the amount of words with minutes?",focus
"hi winnie, can you walk me through your solution?",generic
you did many things right already. but try to focus on the size of the fields on which sarith and kristin run. are they the same size?,focus
hi ronny could you please walk me through your solution,generic
you did many things right but have one little mistake. could you add everything up again but leave the vanilla sirup separate?,focus
hi marianna talk me through your solution,generic
"right, ok. let's break this up. you've correctly idenified the 4500 cherries. plus the 30 hours that it has taken to pick them. then you gone too far by multiplying 3 by 9. looking at the final part of the question... and 3 hours to make the syrup. how long will it take him to make 9 quarts of syrup? ... what should you have done to the 30 to reach the answer?",focus
"hi cody, talk me through your answer",generic
"ok let's break this down. you know there is 160 quarts. how can you find out the cost, knowing that each bottle is 50",focus
"hi rishi, tell me how you reached your answer",generic
ok lets try this a different way.,focus
"hi claire, walk me through your answer",generic
ok - let's come at this different. how many pieces of furniture have 4 legs?,focus
"hi winnie, talk me through your answer",generic
"ok good start. you are correct that he cost of one birdhouse which is 7 pieces of wood at 1.50 each, so the cost of one birdhouse is 10.50. you must now calculate the selling price by adding the profit and the cost together",focus
"hi, could you please walk me through your solution?",generic
can you please justify your assumption of 6 chocolates in box?,focus
"hi jia, can you tell me how you got to your answer?",generic
is tracy's weight actually the smallest weight?,focus
"hi deandre, can you tell me how you got your answer?",generic
"okay, but eric has already spent 2 hours removing the paper from one wall of his dining room?",focus
"hi cody, can you talk me through your solution?",generic
thats a great start but have a look back at the question - was there just one widget in each carton?,focus
"hi jordy, can you tell me how you got your answer?",generic
"so if 8 quarter cups of flour need to be removed from the bag, how many scoops is that, if each scoop is 1 4 cup?",focus
"hi rishi, can you tell me how you got your answer?",generic
"remember though, each glass of chocolate milk has to have exactly 6.5 ounces of milk and 1.5 ounces of syrup",focus
"hi, could you please walk me through your solution?",generic
you seem to have made a calculation error. can you revaluate the daily wage per worker?,focus
"hi ayisha, can you tell me how you got your answer?",generic
"ben sold his old car for 1800, but that does not mean that's what he paid for it.",focus
"hi, could you please walk me through your solution?",generic
you seem to have made a mistake. can you please tell me how much wanda walks in one round trip?,focus
"afternoon alejandra, can you please talk me through your solution?",generic
"ok the first bit you have worked out is correct, but you have not then used this in the second stage of your calculation. for each of those one step forwards he needs to take 5 steps in totla",focus
explain,generic
tell me how many neighbourhoods there are,probing
hi can you talk me through your answer,generic
"i can see you have worked out that tim runs 5 times a week, how many hours does he run each day",probing
explain,generic
how many does joanie want,probing
can you talk me through your solution?,generic
"ok - that is a good plan to start with calculating how many cups you need in total. however you have made a minor error, can you look over the numbers again and see if you can figure out where you have gone wrong?",focus
explain,generic
how many did the buy in week 1,probing
hi can you talk me through your answer,generic
ok zena has 600ft to go but the dragon will burn her if it get within 120ft. what is the difference between the 2 distances,probing
"hi deandre, can you talk me through your solution?",generic
"ok . good start. however, the numbers you have used in the first calculation are for just one breakfast and lunch but for four dinners - have another go at calculating information for the first four days",focus
explain,generic
how many chickens in coop,probing
hi can you talk me through your answer,generic
"i can see that you worked out that randy had 3200, then you subtracted 200 that smith gave him leaving 3000. how much money dis smith give him",focus
hi can you talk me through your answer,generic
have you accounted for all of the change,focus
"hi brenda, can you talk me through your solution?",generic
ok - you have correctly identified that it takes austin 60seconds to get down in the elevator. we dont need to work out how many seconds per step this is. just note this and put to one side for now. you have also correctly identified that it will take jake 90s to get down based on the information that you have. what is the next step you need to take to work out what the time difference is?,probing
"hi, could you please walk me through your solution?",generic
there seems to be a mistake. have you counted the trolley driver in as well?,focus
hi can you talk me through your answer,generic
ok you have worked out that jenny had already spent 4 7 of her money 24 what would 1 7 of her money be,probing
"hi, could you please walk me through your solution?",generic
do you agree to the fact that the question mentions the two anchors need the same amount of concrete?,focus
"hi claire, can you tell me how you figured your answer out?",generic
"did you need to calculate the speed of snails 2 and 3, or could you work this out from t he speed of snail 1?",probing
can you talk me through how you got the answer of 51 ayisha?,generic
"ok, good caalculations. however if you re-read the question as i think you might have read it slightly wrong.",telling
can you re-read the question and double check your work please?,generic
"okay, so just double check your workings out. can i ask why youi decided to divide the hours but then also added them together again at the end?",generic
"hi cody, can you just have a re-read of the questioon for me please and see if you still get the same answer please?",generic
"ok, you have done the correct calculatioons. however the questioon states that both piggy banks hold 100 pennies in each and then 50 dimes in each",telling
"hello alejandra, please explain to me how you reached your answer.",generic
so if 26 people took wine and 22 people took soda. how many is that?,probing
hi winnie. can you explain to me how you worked out how much kendra sold in 2015 please?,probing
"let's have another look at kendra's 2015 sales. you are correct in that if she made 20 more than laurel made in 2014, which was 30000, this would amount to 6000 more, but it's 20 more than laurel earned in 2014. have another go please.",focus
"hi steven, how did you reach your answer?",generic
lets work out what each donut costs him. divide 2.40 by 12?,probing
"hi emily, how did you reach your answer?",generic
each person wants a 6 ounce cup of tea and there are 12 people there. how much does that make?,probing
"hi emily, could you please describe your approach to this problem?",generic
"you've used two different approaches to the different steps of the problem, when they are similar calculations. could you try using the approach in the first part of the problem in the second part to check your work?",focus
"hi lakisha, can you please walk me through your approach to this?",generic
is buying the number of multi-packs for each type of bag the most cost effective to get the right number of bags?,focus
hi hunter! can you walk me through your approach to this problem?,generic
can you look again at the figures you are using in your initial calculation. what do those figures represent?,focus
"hi alejandra, could you please walk me through your approach here?",generic
"could we look at the steps in your approach? would it be better to calculate the number of loads against the price of the bottle, or the number of loads you know a bottle can generate?",focus
"hi ayisha, could you please walk me through your approach to this problem?",generic
"in your last calculation, you said you used the figure from the previous week, is this the case if you review your solution?",focus
"hi, can you explain your answer?",generic
take a look at your answer again. can you see that you multiplied 20 times 4 instead of 1?,focus
"hi michael, could you please walk me through your solution?",generic
let's focus on the amount of seasons. i agree that the description is not very clear. how many seasons are there already?,focus
"hi, can you explain your answer?",generic
let's go back to the question and start with what we know. how long did he teach calculus for?,focus
"hi ayisha, could you please walk me through your solution?",generic
"great. you already did many things right. you know that the other elements make up 30 . with this information, do you already know how much mars weighs?",focus
"hi heidi, could you please walk me through your solution?",generic
"you already did many things right. but let's think again. if julie already earned 124 for september, why would the amount not increase by working one more month?",probing
"hi, can you explain your answer?",generic
we know that 65 39 women. do you know how to find 100 using this information?,probing
"hi brenda, could you please walk me through your solution?",generic
let's focus on the slices of pizza. how many slices are there if the pizza is cut once in half?,focus
"hi, can you explain your answer?",generic
"if i have 15 trains in one hand and double that number in my other hand, how many trains do i have altogether?",probing
"hi riya, can you tell me how you solved this?",generic
"ok, let's go back to the question. if harry needs 14 balloons, how many packs of 10 does he need?",focus
"hi, do you want to tell me your solution?",generic
"ok, you are right up to your last step. if she ran 9 miles in the third week, and 5 miles less in the fourth, how many miles did she run in the fourth week?",focus
"hi lakisha, your solution is incorrect. please explain your solution.",generic
"if i have 1 ounce of soap that makes 20 bubbles, how many bubbles will i get if i only use half of the soap?",probing
"hi, do you want to tell me your solution?",generic
ok you're right about what catherine has. let's look at how much carmela has. what does the question say that she has?,focus
"hi, do you want to tell me your solution?",generic
"ok, some of your reasoning is correct but you seem a bit confused. let's work through this step by step. firstly, you seem to be confused by the difference between slices of pizza and slices of pepperoni. so let's start with the pizza. how many slices of pizza are there in total?",focus
"hi winnie, could you please walk me through your solution?",generic
let's try to start calulating how many nomes have big noses.,focus
"hi, do you want to tell me your solution?",generic
can you talk me through your workings?,generic
"hi jordy, please can you walk me through the solution?",generic
"okay, i can see you have over complicated this, let's work backwards. can you tell me how much money pablo had altogether?",probing
"hi alejandra, can you walk me through your solution please?",generic
"okay, please could you tell me why you added an extra step at the end '50 30 80 people.'",probing
"hi cody, can you walk me through your solution?",generic
"okay, that's not the correct answer, let's start at the beginning. let's start by calculating what 10 of betty's 60 marbles is",probing
"hi ronny, can you walk me through your solution?",generic
"i see, i can see you have calculated the total money mike spent, but you have forgotten to subtract something, can you read the question again and try and work this out?",probing
"hi stephanie, can you walk me through your solution?",generic
"okay, i can see that your math is sound, but you have forgotten something. could you read the question again paying close attention to the first sentence?",probing
hi claire can you tell me how you worked this out?,probing
thats a good way of working it out,generic
hi lakisha can you walk me through your solution?,generic
great. lets start by working out the number he lost in the sewer. if he lost half of the marbles leaving 20?,probing
hi ronny can you tell me how you workedit out?,focus
does the question say it is 9 seconds more to get to odd numbered floors?,probing
hi jordy can you tell me your calculation,telling
does the question ask you how many pages in total?,focus
"hello jia, can you walk me through your workings?",generic
"great, lets take this step by step. first we want to find out many pages jim reads originally in a week. how do we find this out?",probing
"hello luca, can you walk me through your math?",generic
"great! you got the right answer but you've gone to far in your workings. let's look at an example. if 10 people are at a restaurant, after an hour 30 more join, after 30 minutes the diners doubled. at closing there are 70 people. how many people left before closing?",probing
hi scott how did you make your calculation?,focus
how did you calculate the turtles time?,focus
"hello steven, can you walk me through your maths?",generic
great so we know that they are working at a total of 25 tractor days. how do we then find the acres each day by looking at the total acres and tractor days?,probing
hi brenda how did you work it out?,focus
how many did governor sloan give?,focus
"hi riya, can you walk me through your maths?",generic
"great. this is good but let's take it step by step to narrow it down. we know that the top level has 64, and the third level must have 20 extra of that. how would we find this?",probing
"hi michael, could you please walk me through your solution?",generic
"how does it make sense for 16 players to score 450 goals, when the total goals in the season were 150 only? do you see the mistake?",focus
"hi, could you please walk me through your solution?",generic
why did you subtract at the end?,focus
explain solutioin,generic
how much is the almond butter,probing
explaoin,generic
how much are his friends gifts,probing
explain the solution,probing
how much did they have in total before paying for the trip,probing
explain your solution,generic
how many shirt boxes can 1 roll wrap,probing
"hi, could you please walk me through your solution?",generic
"this doesn't make sense. if there are 160 quarts in the tub and each bottle holds 1 quart, how many bottles are needed?",focus
"hi, could you please walk me through your solution?",generic
there seems to a mistake in here. how much of a jar of peanut butter is needed to make a batch of cookies?,generic
"hi brenda, could you please walk me through your solution?",generic
there seems to be a mistake here. did you calculate the rent for 2 white cars?,focus
"hi, could you please walk me through your solution?",generic
there seems to be a mistake here. don't you think 25 texts are already included in the 30 texts you added?,focus
"hi ayisha, can you talk me through your method please?",generic
can you work this out without using algebra?,generic
hi ronny can you talk me through your working?,generic
"remember, there are already some frogs living in the pond",focus
hi scott can you talk me through your working out please?,generic
check how many numbers are in your final calculation,focus
hi rishi can you talk me through your working out?,generic
what discount should the second shirt have?,focus
hi emily can you explain your working to me please?,generic
"think again about this part... in three years, talia's father will be the same age as talia's mom is today. what calculation should you do?",focus
hi cody can you talk me through your working out?,generic
remember they increased production by 3 times. the original amount would still be included.,probing
"hi riya, please can you walk me through your solution?",generic
"i can see your math is sound, but are you sure there are just 9 seasons all together? could you re-read the question carefully.",probing
"hi jia, can you walk me through your solution?",generic
"okay, i can see you have got a little muddled. how would you calculate how many coconut candles were made?",probing
"hi cody, could you please walk me through your approach to this problem?",generic
"in your second step you multiply the number of classes by the hrs, but will this help you figure out the number of hours david studies per week?",probing
"hi brenda, please can you walk me through your workings out?",generic
"i can see that your math is sound, but you have missed a step. please look over the first part of the question carefully and see if you can self correct",probing
"hi brenda, could you walk me through your approach to this problem?",generic
can you just check the steps of your solution? you seem to be multiplying by the number of weeks in both steps 4 and 5. is that correct?,focus
"hi winnie, please can you talk me through your solution?",generic
"not quite, i can see you have got a little muddled by the literacy in the question. let's break it down. can you tell me how many litres of water is in the tub after 2 minutes?",probing
"hi michael, can you guide me through your solution?",generic
"i can see you have got the majority of the question correct. however, what was the purpose in subtracting 1 from 8?",probing
hi alejandra can you talk me through your working please?,generic
think about how many cars they will be producing and go from there,focus
hi rishi can you explain your thinking to me please?,generic
your answer got class a is correct but try working out the number in class b next,focus
"hi heidi, could you walk me through your approach to this problem?",generic
"can you recheck your approach here? does the problem ask you how many of the remaining people have brown eyes, or how many of the 100?",focus
hi mariana can you talk me through your working out please?,generic
think again about how much she earns for each overtime,focus
hi seth can you talk me through your answer please?,generic
think about how to find half. you appear to have divided by 4,focus
hi riya can you talk me through your working please?,generic
how long in total did it take him to get there?,focus
hi hunter could you talk me through your solution,generic
"ok, so the information tells us that oliver had 48 battle gremlins cards",focus
"hi stephanie, can you talk me through your solution?",generic
"ok, we know that bill composed20, ryan 40 and frank 120. the question asks us to focus on frank",focus
explain your solution,generic
what is the difference between the pen and the rubber,probing
explain your solution,generic
how many bars does lena have,probing
explain your solution,generic
so what is the total of all the year groups,probing
talk me through your solution,generic
how many trees did ava plant?,probing
"hi , could you please walk me through your solution?",focus
"you seem to have misunderstood the phrase, ""repeats the process"". it means that she would cut the 50 square inch of cloth with her once again and donate the half of it.",focus
"hi, do you want to talk me through your solution",generic
"yes, i think your answer is correct too. but the answer that is written in the solutions section says 380. can you see where the extra 50 photos are coming from?",focus
"hi, do you want to talk me through your solution?",generic
"ok so you're right up to 6 days of pills, but then you're going wrong. what does the number 6 represent?",focus
"hi, could you please walk me through your solution?",generic
the equation seems to be a blunder. are you confident that tony brought equal amounts of beef and cheese as you have assumed the same variable x for both the quantities. this doesn't make any sense,focus
"hi, do you want to talk me through your solution?",generic
"ok, your workings are correct, but you have added an extra unit in your first step. read the question again. in the first step, how much do the box and the initial jelly beans weigh?",focus
"hi lakisha, could you talk me through your solution?",focus
"ok, lets look at this step by step. on monday she had 5 toys, we ignore the fact that she lost some. her owner bought 3 more on tuesday, so we add 5 and 3",focus
"hi, do you want to talk me through your solution?",generic
"ok, your first 2 calculations are correct. can you explain why you have added 75 and 105?",focus
"hi scott, could you please walk me through your solution?",generic
there seems to be a mistake in here. can you confirm how many pairs of jeans were sold?,generic
"hi, do you want to talk me through your solution?",generic
"ok, you're right that the number of balloons in each group is 168. you go wrong after that. read the question again and tell me what do the 4 groups represent?",focus
"hi scott, can you talk me through your solution?",generic
so they are saving 1500 per month per person so 3000 in total. why did you divide the monthly amount a second time?,focus
"hi riya, could you please walk me through your solution?",generic
you assumed that there are x black socks ? then how can 2x be equal to 4 white socks for 6 black socks.,focus
hi ronny could you talk me through your answer,generic
so we know that glenn goes to the cinema on wednesday and saturday. he goes alone so only needs one ticket per day,focus
"hi, can you explain what you did?",generic
let's revisit the question. what is it asking us to calculate?,focus
"hi, can you explain your answer?",generic
"there's a much easier way. if you know he sold twice 600, how much did he sell this month?",focus
"hi, can you explain your answer?",generic
let's revisit the question and work out the current year in the question. can you do that?,focus
can you explain your answer?,generic
the question isn't very clear. it meant that the bears eat that amount each per day.,focus
"hi, could you please walk me through your solution?",generic
that subtraction at the end seems to be mistake. let's try to understand it with something else. jack wants to buy a apartment and saves 14000 for it. he is still short of 1200. how much does the apartment costs?,probing
"hi mariana, please walk me through your solution?",generic
"you did a great job determining how much rum he can have in a day, and subtracting earlier that day. look back at the question, did he consume any other rum already that day?",focus
"hi riya, can you walk me through your answer please",generic
john earns 1200 a month from his renters. why did you add 900?,focus
"hi seth, please walk me through your response",generic
"oka, first we need to conisder that the 2 pack costs 2.50, so how much would that make each bag of milk in the two pack?",focus
"hi jia, please walk me through your solution",generic
i like how you determined that it would cost 10.50 to make one birdhouse. and we know the profit is 5.50. but we need to determine how much he would sell one birdhouse for.,focus
"hi brenda, please walk me through your answer",generic
"i agree, that the lake is 20 miles across. we need to consider that it takes 30 mins to cross the width. how long would it take to cross the length?",focus
"hi claire, can you talk me through your method,please?",generic
that's a great start - well done! have another look at the question though - do you think you missed out any steps?,generic
"hi scott, could you please walk me through your solution?",generic
can you convert 5700 seconds to minutes?,focus
"hi , could you please walk me through your solution?",generic
that doesnt seem to be correct. can you please tell me how many books did she sell in the first and the current year in total?,focus
"hi, could you please walk me through your solution?",generic
you seem to have misunderstood the question. wendi needs to give each chicken 3 cups of feed per day. not per meal,focus
hi scott - telll me about your answer,generic
"okay, remember you are only looking at the girls. half of the girls can't make it not half of the choir",focus
hi seth talk me through your solution,generic
"okay, let's try a different approach. you've correctly identified the 2 spent on gumballs. and that he had 4 change. so how much did he spend on candy?",focus
"hi jordy, tell me your solution please",generic
okay - don't forget that each guest needs 5 for ae rcade tokens,focus
hi - tell me your solution,generic
yes - now focus on the question. it is asking you how long it'll take in minutes to prep the potatoes,focus
"hi ayisha, talk me through your answer",generic
"okay, double check how much the food costs",focus
"hi, could you please walk me through your solution?",generic
there seems to be a misunderstanding here. are you sure that his total cost for supplies was 10?,focus
"hi, could you please walk me through your solution?",generic
"if i purchase a bicycle worth 100 and have a coupon of 24 and rewards worth 6 , how much do i actually pay for it?",probing
"hi , could you please walk me through your solution?",generic
that's a mistake there. you are not supposed to average out records per person.,focus
"hi, could you please walk me through your solution?",generic
there seems to be a mistake here. one doesn't calculate the interest every month,focus
"hi, could you please walk me through your solution?",generic
"there seems to be mistake in here. could you please tell me how much money would it cost for a person to go through arcade tokens, mini golf and go-karting?",focus
"hi alejandra, good work. can you tell me about your approach to this problem?",generic
"i think you're on the right track, but i see one small mistake at the beginning of your answer i think the question was a bit unclear. let me ask you a silly question -- do you think it would be a very good party if only half the guests were able to eat?",generic
"hi , could you please walk me through your solution?",generic
you seem to have misunderstood the question. the interest that karan has to pay is not calculated for 5 months. it is fixed at the time of borrowing at 10,focus
"hi, could you please walk me through your solution?",generic
that is a complete misunderstanding of the question. you have assumed that 5 of the total candles smell like wet dog. but the question mentions 5 of the defective candles smell like wet dog. do you see your mistake?,focus
"hi, could you please walk me through your solution?",generic
there seems to be mistake here. what is total number of fishes in both the aquarium if one has f and both have equal number?,focus
"hi, could you please walk me through your solution?",generic
"there seems to be misunderstanding here. brinley is allowed to remove one test score. so, the average should be on 5 tests. isn't it?",focus
"hi jian, could you please walk me through your solution?",generic
how many books did she sell in the second and current year?,focus
"hi, could you please walk me through your solution?",generic
"well that doesn't look to be correct. lets see something else. rocky needs to run 80 km in 5 days. if he runs 20 km on the first day, how much should he run in one day on average to complete his goal?",probing
"hi, could you please walk me through your solution?",generic
"this seems to be a wrong solution. let's see something else. let's say i buy an old bike worth 20, repair it for 5 and sell back at a 50 more than the original value. what is the profit i amde?",probing
"hi jian, can you walk me through your solution?",generic
"excellent, so we know that sophia has 25 miles to the gallon. how many gallons does her car hold?",probing
"hello rishi, can you walk me through your math solution?",generic
"great, so we know that each person eats 0.4kg of rice everyday ad that for all the family 2kg of rice is consumed everyday. how would we find their weekly consumption?",probing
explain your solution,generic
to match joey we need to divided sandy's 2 pounds by 4,probing
talk me through your solution,generic
how much did the gumboils cos,probing
"hello stephanie, can you walk me through your solution please?",generic
"excellent, lets look at this step by step. we want to know how many are likely to explode. how do we find this out?",probing
explain your answer,generic
tell me the order of the bids,probing
"hi michael, can you walk me through your maths?",generic
"excellent, let's do this step by step. first we want to find the additional 10 interest rate on top of the 365 each month. if i had to pay 20 per month with a 10 interest rate how much would i pay?",probing
explain your solution,generic
what is the capacity of the shelf,probing
explain your solution,generic
how many pages to read,probing
"hello heidi, can you walk me through your maths",generic
good. lets look at this one step at a time. we know that 3 people were kicked out for not wearing masks. we know that 4x as many except 5 were kicked out for shoplifting. how do we find this number?,probing
"hi brenda, can you talk me through your method here?",generic
you've done rteally well on this and you're almost there but you've calculated the cost of supplies wrongly. how many lots of wax wicks did charlie need to buy?,probing
hi deandre can you talk me through your working?,generic
just look again at your working out for the number of shoplifters,focus
hi stephanie can you talk me through your working please?,generic
try working out the interest again,focus
please talk me through your problem?,focus
first work out how much money he made selling the cards?,probing
"hi seth, can you talk me through your thinking here?",generic
you've made a great start - well done. have you included all the bids in your calculations?,probing
hi winnie can you talk me through your workings please?,generic
at the start you have assumed that he sold all the sets but at the end you said he still has 11 sets?,probing
hi ayisha can you talk me through your working please?,generic
look again...the revenue was higher on thursday,focus
"hi mariana, please talk me through your solution",generic
okay - you've overcomplicated this. let's start again. we know julia has 12 spoons when setting the table. we also know she used three whilst sampling her stew. how many is that altogether?,focus
"hi ayisha, please talk me through your solution",generic
"okay, let's start again. if each bid adds 50 to the price and there were 3 bids - how much is added to the overall cost?",focus
hi scott - talk me through your answer,generic
"lets try it from a different angel. try 3,650 x 0.1 to calculate the interest",focus
"hi cody, talk me through your solution",generic
okay - let's revisit this by starting with how much he spent on gumballs,focus
"hi brenda, could you talk me through your solution",generic
so she had 40 mins of downloading time before the restart. then the restart took 20 mins,focus
hi seth could you talk me through your solution?,generic
ok lets have a look at this step by step she started with 80 notes and also bought a pack on her way to work. so 80 x she used 220 on cups and had 23 remaining,focus
"hi michael, could you talk me through your solution?",generic
"ok, so we only need to count glasses of water. john has 4 glasses per day during the week so 4 5",focus
"hi mariana, could you talk me through your solution",generic
"ok, lets work through this step by step. each person eats 0.2kg per meal. there are 5 people in the family, they eat rice for lunch and dinner. so our first calculation would be 0.2 10 5 lunch 5 dinner this will give us our amount per day",focus
"hi jia, could you talk me through the solution?",generic
"ok, theres an easier way to work out this calculation. firstly we can look at the total costs. so we have 20.25 for tickets, then 33 2 for the rides",focus
"hi, could you please walk me through your solution?",generic
there seems to be a mistake here. can you confirm whether half the choir can't make it to the show or is it half the performing choir which are girls only? refer to the question,focus
"hi , could you please walk me through your solution?",generic
i think you missed out on two pencils,focus
"hi stephanie, can you tell me how you solved this problem?",generic
did you find any specific part of the question confusing?,generic
"hi jia, could you guide me through your solution here?",generic
"when interest is specified it means over the whole loan period, not per month. how would this change your calculation?",probing
hello,probing
what was the cost of the repairs,probing
explain your solution,generic
how many books is the capacity,probing
explain solution,generic
how many did she have before rising red house,probing
explain your solution,generic
how many bedrooms are there,probing
"hi winnie, please can you talk me through your solution?",generic
"okay, you've missed something out. if every guest had one hot dog how many would there be?",probing
explain your solution,generic
focus on how after each time the other person bids then carmen makes another bid,probing
hi lakisha can you talk me through your solution?,generic
seems like you are way out in your answer. let's start at the beginning. how many books can the shelves hold?,probing
"hi heidi, please can you walk me through your solution?",generic
"that number seems a bit high, let's just work out how many windows one house has first, how would you do that?",probing
"hi rishi, can you talk me through your answer?",generic
mmmm okay. not quite. what do you understand when i say the word 'range'?,probing
"alejandra, can you walk me through your solution?",focus
can you convert this to minutes to make it easier?,probing
"hi ayisha, please can you talk me through your workings?",generic
not quite. how would we work out how many pounds joey loses each week?,probing
"steven, can you walk me through your solution please",focus
"okay, so you've started off well. however, your calculation isn' correct. can you look again at the calculation in the middle and think about it a bit more?",probing
"seth, can you explain your solution a bit more?",focus
can you think about the sodas in particular?,probing
"hi lakisha, can you talk me through your calculations?",generic
"okay, it seems as though you have gone further beyond the question. the question only asks 'how many old records did the 5 people bring in?' not how many did 'each' bring in",probing
"heidi, can you break your solution down for me",focus
can you think again about what sandy should lose per week,probing
"hi deandre, can you walk me through your solution?",generic
that number seems too low.. how would we work out how many pencils can be stored in a box?,probing
"hi mariana, can you walk me through the question?",generic
"that seems low. i can see you have calculated the treats and medicine correctly for the year, what do you think you are missing?",probing
"deandre, can you walk me through your solution",probing
can you rethink your strategy? think about the length of the room only,probing
"ronny, can you talk me through your solution please?",generic
"okay, that's a little high. before the green house, working backwards, how many vacuum cleaners does she have?",probing
heidi can you please tell me your solution in full?,focus
can i ask what you thought about the third year for?,probing
"deandre, can you break down each step for me?",focus
think about the second step. you might be confused. can you think about this term again - '5 fewer than 3 times as many',probing
jian. can you tell me how you got your answer,focus
"can i ask why you added the 50,000 to the value?",probing
"ayisha, please tell me more about your solution in detail",focus
"let's think a little harder. starting bid was 200, then there were three bids. how much extra on the total would there be?",probing
"stephanie, can you break down your thinking for me",focus
"yes, the original price was 43. where did you get the extra 4?",probing
"hi , could you please walk me through your solution?",generic
"well done, you have done almost everything correctly, but jian can you please explain your reasoning behind adding adding 2 2 to get 4 in last step?",generic
"hi , could you please walk me through your solution?",generic
"marianan you see the question asks ""how many old records did the 5 people bring in?"" which means the total number of records brought is sufficient. no need to calculate how many records did each person bring. it is nowhere written that they all brought equal number of records.",telling
"hi , could you please walk me through your solution?",generic
jia can you explain why you multiplied 3x20 in step 2?,generic
"hi , could you please walk me through your solution?",generic
steven lets consider this example. lets say that i read 24 pages in 4 weeks. you take 4 weeks to read what i read in one week. then how many pages do you read in 4 weeks?,generic
"hi , could you please walk me through your solution?",generic
